Year,Region,Technology,Hour,Fuel,value
2050,DK,H2Tank,57,H2,7.5
2020,FR,H2Tank,51,H2,1.039836356572944
2030,DK,PHS,42,Power,0.0
2040,DK,Battery,120,Power,46.77020084530018
2030,UK,PHS,83,Power,-0.0
2020,UK,PHS,79,Power,-0.0
2030,FR,Battery,58,Power,150.0
2030,FR,PHS,33,Power,-0.0
2040,DE,PHS,90,Power,-0.0
2050,NO,PHS,41,Power,271.3378588019295
2030,NO,H2Tank,50,H2,4.15625
2030,FR,PHS,54,Power,-0.0
2020,DK,Battery,90,Power,30.875617622949093
2040,UK,Battery,80,Power,173.19217059978328
2030,UK,H2Tank,93,H2,-0.0
2050,UK,H2Tank,67,H2,25.39175440476354
2040,NO,PHS,33,Power,-0.0
2020,DE,H2Tank,1,H2,30.0
2030,NO,Battery,76,Power,-0.0
2050,UK,PHS,93,Power,154.37741630568888
2040,DE,PHS,80,Power,-0.0
2040,UK,Battery,78,Power,109.56981359253105
2030,FR,Battery,5,Power,4.182726685798615
2040,DE,H2Tank,4,H2,71.00612221971406
2040,DE,Battery,40,Power,44.78739215668004
2040,NO,PHS,7,Power,-0.0
2030,NO,PHS,107,Power,-0.0
2050,NO,H2Tank,84,H2,11.88694783017019
2030,DE,Battery,90,Power,33.442149850968825
2030,NO,Battery,98,Power,-0.0
2020,DE,H2Tank,26,H2,0.0
2030,NO,H2Tank,25,H2,-0.0
2050,DE,H2Tank,70,H2,39.41062269477049
2030,FR,H2Tank,27,H2,0.0
2040,DK,Battery,86,Power,3.7754236209934513
2020,DE,PHS,105,Power,-0.0
2030,DE,Battery,53,Power,21.62352151132843
2020,UK,H2Tank,60,H2,2.845306441465165
2020,UK,PHS,98,Power,-0.0
2030,DE,H2Tank,22,H2,-0.0
2050,DE,PHS,69,Power,511.8640432606376
2030,FR,Battery,85,Power,149.94000899940005
2030,FR,Battery,22,Power,1.3343107933306897
2030,FR,H2Tank,72,H2,3.640874272807018
2020,NO,PHS,18,Power,-0.0
2030,DK,H2Tank,30,H2,0.0
2040,DK,Battery,60,Power,93.5310476504313
2020,DE,Battery,44,Power,0.016190674326794323
2020,FR,Battery,100,Power,49.90009494302423
2030,UK,Battery,87,Power,58.16842492740309
2040,NO,H2Tank,91,H2,47.95853554603552
2020,UK,PHS,73,Power,-0.0
2040,NO,PHS,103,Power,-0.0
2050,DK,Battery,109,Power,69.18334402434576
2020,UK,H2Tank,17,H2,-0.0
2030,FR,PHS,104,Power,-0.0
2050,DK,H2Tank,16,H2,7.5
2050,NO,H2Tank,4,H2,45.91011964587411
2020,NO,Battery,58,Power,0.0
2020,UK,PHS,45,Power,-0.0
2030,DE,H2Tank,115,H2,-0.0
2050,DE,H2Tank,53,H2,130.1549918003486
2050,NO,H2Tank,58,H2,8.42598847712517
2040,FR,PHS,79,Power,269.7482846530891
2020,DK,Battery,46,Power,3.2610393119735925
2020,NO,H2Tank,105,H2,0.17870754374999803
2040,DK,PHS,19,Power,0.0
2030,DK,Battery,108,Power,0.6431254128658439
2040,NO,Battery,97,Power,-0.0
2050,FR,H2Tank,88,H2,200.0
2030,UK,H2Tank,5,H2,6.0
2020,DK,Battery,118,Power,12.305688240565559
2040,DE,H2Tank,61,H2,130.0
2030,DE,H2Tank,30,H2,44.72877163552029
2040,FR,PHS,114,Power,311.51177094397156
2040,UK,Battery,103,Power,376.8352501650912
2050,FR,PHS,42,Power,343.2745794142677
2050,DK,H2Tank,90,H2,7.5
2040,NO,Battery,17,Power,-0.0
2040,FR,Battery,86,Power,391.12283943949654
2020,UK,Battery,74,Power,0.0
2030,DE,PHS,64,Power,-0.0
2040,FR,PHS,108,Power,313.3874008008135
2050,UK,PHS,7,Power,171.23542843828596
2050,UK,PHS,62,Power,148.3372636064849
2030,FR,PHS,58,Power,-0.0
2050,NO,Battery,111,Power,0.0
2030,NO,PHS,50,Power,-0.0
2030,NO,Battery,120,Power,-0.0
2050,DE,Battery,21,Power,-0.0
2050,FR,Battery,87,Power,265.8717308785354
2050,UK,Battery,99,Power,259.18452719935254
2020,UK,PHS,90,Power,-0.0
2030,UK,Battery,83,Power,58.19169811538011
2050,UK,H2Tank,103,H2,14.25
2030,DK,PHS,89,Power,0.0
2020,DK,H2Tank,26,H2,0.0
2050,DK,Battery,49,Power,0.0
2040,FR,PHS,60,Power,260.85629492608444
2040,NO,Battery,49,Power,0.0
2020,DE,Battery,83,Power,0.016127650521983092
2040,FR,PHS,80,Power,274.2036275267022
2040,FR,PHS,93,Power,280.0023651659223
2030,UK,Battery,2,Power,43.12403081753433
2040,DK,H2Tank,88,H2,12.258771929824562
2050,DE,PHS,50,Power,440.28090932495485
2030,DK,Battery,50,Power,2.868663140963951
2020,FR,PHS,61,Power,-0.0
2050,NO,PHS,90,Power,315.94203692305683
2030,DE,H2Tank,36,H2,70.0
2020,NO,H2Tank,97,H2,0.17870754374999803
2050,FR,Battery,23,Power,-0.0
2050,NO,PHS,13,Power,353.9905985122617
2050,DK,PHS,45,Power,107.21217080615708
2050,NO,Battery,72,Power,-0.0
2040,DE,Battery,70,Power,51.50529507216104
2020,FR,H2Tank,61,H2,36.49122807017544
2020,NO,PHS,2,Power,-0.0
2020,DE,PHS,25,Power,-0.0
2050,DE,PHS,45,Power,432.2712997840258
2020,DE,H2Tank,114,H2,6.4710641400916655
2030,NO,Battery,74,Power,-0.0
2050,DE,H2Tank,56,H2,168.79862901785145
2030,FR,Battery,110,Power,134.1819769514049
2040,DK,Battery,101,Power,3.769764448039465
2050,DE,H2Tank,35,H2,168.79862901785145
2030,FR,Battery,57,Power,144.20094553645367
2040,NO,H2Tank,46,H2,22.64964005667175
2050,DK,H2Tank,61,H2,7.5
2030,FR,H2Tank,7,H2,11.937087269347261
2050,NO,H2Tank,101,H2,21.75021870297844
2020,FR,Battery,14,Power,2.048568648551322
2020,FR,H2Tank,79,H2,40.0
2050,NO,PHS,3,Power,427.69447525523753
2050,DK,Battery,44,Power,27.471373623886176
2040,FR,H2Tank,105,H2,100.0
2040,NO,PHS,75,Power,-0.0
2050,NO,PHS,95,Power,347.00898293087846
2020,FR,Battery,97,Power,49.915067966011904
2050,FR,PHS,96,Power,476.97259599281284
2040,UK,H2Tank,28,H2,7.501593165637568
2030,NO,Battery,110,Power,-0.0
2020,DE,PHS,104,Power,-0.0
2050,FR,Battery,70,Power,78.91801075461031
2040,UK,H2Tank,112,H2,6.31578947368421
2030,FR,H2Tank,118,H2,25.0
2030,DK,H2Tank,11,H2,0.0
2040,DK,Battery,20,Power,-0.0
2030,DE,H2Tank,113,H2,-0.0
2050,DK,Battery,97,Power,0.0
2030,FR,Battery,98,Power,149.74520389803573
2050,FR,Battery,49,Power,0.0
2050,DE,Battery,87,Power,19.945468518795604
2040,DE,PHS,103,Power,-0.0
2020,DK,Battery,80,Power,47.93876069097218
2030,NO,H2Tank,95,H2,-0.0
2030,UK,PHS,77,Power,-0.0
2040,FR,H2Tank,86,H2,77.71313853535585
2030,FR,H2Tank,24,H2,6.140350877192981
2020,DK,PHS,15,Power,0.0
2050,FR,PHS,98,Power,484.654682976728
2030,DE,PHS,102,Power,-0.0
2030,DE,H2Tank,25,H2,-0.0
2050,DK,Battery,24,Power,0.0
2050,UK,PHS,50,Power,148.1895132504603
2030,DK,Battery,96,Power,10.503222345048526
2050,DK,PHS,72,Power,113.95347588174604
2030,FR,PHS,37,Power,-0.0
2030,NO,Battery,81,Power,-0.0
2040,DE,PHS,118,Power,-0.0
2020,FR,Battery,29,Power,-0.0
2030,UK,Battery,111,Power,43.171495725631736
2040,DE,H2Tank,18,H2,-0.0
2030,DK,H2Tank,99,H2,0.0
2030,UK,Battery,76,Power,19.391389456788932
2040,DE,PHS,113,Power,-0.0
2020,UK,PHS,103,Power,-0.0
2050,DK,Battery,16,Power,3.1037007451953063
2020,UK,H2Tank,106,H2,9.244948479163412
2030,DE,Battery,31,Power,55.21691143186673
2040,NO,H2Tank,28,H2,24.243337074008334
2030,DK,H2Tank,74,H2,0.0
2040,UK,H2Tank,99,H2,27.57540905917793
2050,NO,Battery,83,Power,-0.0
2040,UK,Battery,64,Power,225.9980041884835
2020,FR,Battery,26,Power,0.0
2020,DE,PHS,43,Power,-0.0
2050,DK,Battery,64,Power,73.67749947341123
2050,DE,H2Tank,85,H2,168.79862901785145
2030,NO,H2Tank,37,H2,12.178468579834583
2040,DK,Battery,71,Power,6.915528486181952
2050,FR,Battery,111,Power,201.46851662135157
2030,NO,PHS,54,Power,-0.0
2020,DK,H2Tank,36,H2,0.0
2030,DE,H2Tank,120,H2,35.0
2040,DE,PHS,115,Power,-0.0
2040,NO,PHS,86,Power,-0.0
2050,NO,PHS,26,Power,263.1843337243876
2040,DK,Battery,88,Power,3.7746685740234893
2050,DK,Battery,34,Power,54.10771846944807
2020,UK,PHS,19,Power,-0.0
2030,DE,Battery,100,Power,33.40872274607293
2050,UK,PHS,35,Power,120.21619189687411
2030,DK,Battery,78,Power,19.683130120848773
2040,NO,Battery,92,Power,-0.0
2030,NO,Battery,117,Power,-0.0
2030,DK,Battery,6,Power,39.8822183867077
2020,FR,Battery,65,Power,23.235397936798805
2040,NO,H2Tank,72,H2,46.47450316684215
2040,UK,PHS,108,Power,95.150532346616
2040,UK,PHS,41,Power,65.04837912478696
2030,UK,Battery,69,Power,-0.0
2040,NO,PHS,117,Power,-0.0
2040,FR,PHS,89,Power,281.12518026010076
2040,NO,PHS,85,Power,-0.0
2040,UK,PHS,72,Power,82.1772396596036
2020,NO,PHS,65,Power,-0.0
2050,DK,Battery,7,Power,53.49440190161959
2020,NO,H2Tank,100,H2,0.17870754374999803
2050,NO,PHS,71,Power,250.67119720905512
2050,UK,H2Tank,30,H2,0.0
2030,DK,H2Tank,9,H2,0.0
2030,DK,H2Tank,2,H2,0.0
2050,UK,PHS,107,Power,192.15606549168396
2030,DE,H2Tank,41,H2,47.343637017193
2050,DK,Battery,39,Power,46.182891890917155
2040,UK,H2Tank,116,H2,7.125
2050,FR,Battery,35,Power,400.0
2030,DE,H2Tank,15,H2,-0.0
2030,NO,Battery,26,Power,-0.0
2040,DE,Battery,64,Power,87.42654397933883
2030,DE,Battery,23,Power,0.0
2020,DE,Battery,92,Power,0.016113141441112977
2050,NO,Battery,8,Power,-0.0
2020,UK,Battery,88,Power,5.204354403459104
2020,DE,H2Tank,47,H2,0.0
2040,NO,PHS,20,Power,-0.0
2020,DE,Battery,99,Power,0.016101865625299992
2020,DK,PHS,101,Power,0.0
2030,DK,H2Tank,82,H2,0.0
2020,DK,PHS,61,Power,0.0
2040,UK,Battery,101,Power,314.710993992631
2040,UK,PHS,96,Power,82.73204699695457
2050,FR,PHS,7,Power,428.088571095715
2050,DK,Battery,103,Power,62.36370274774811
2030,DK,H2Tank,116,H2,0.0
2050,UK,Battery,14,Power,351.2369138204047
2020,NO,Battery,52,Power,-0.0
2030,DE,Battery,109,Power,33.378666919935746
2050,DE,Battery,85,Power,48.06060454398103
2020,DE,Battery,57,Power,0.01616963907426609
2030,NO,H2Tank,110,H2,-0.0
2030,FR,Battery,53,Power,47.76520425890894
2050,DK,PHS,27,Power,81.90222701109654
2020,FR,Battery,120,Power,25.0
2020,DE,PHS,119,Power,-0.0
2020,NO,H2Tank,13,H2,-0.0
2030,FR,H2Tank,3,H2,18.85964912280702
2030,NO,Battery,79,Power,-0.0
2030,NO,PHS,64,Power,-0.0
2040,FR,PHS,110,Power,312.7609393866127
2050,UK,PHS,40,Power,128.59533888275075
2050,DK,Battery,95,Power,9.673376574540015
2050,DK,PHS,24,Power,79.14091240471437
2050,DK,H2Tank,12,H2,7.5
2050,UK,PHS,22,Power,110.27125537437722
2040,NO,Battery,69,Power,-0.0
2040,DK,Battery,69,Power,14.514561255585008
2050,NO,H2Tank,98,H2,21.75021870297844
2030,DE,Battery,118,Power,33.348638133224505
2030,DE,PHS,15,Power,-0.0
2030,NO,H2Tank,31,H2,15.03448010711967
2020,DK,Battery,107,Power,18.02114527253781
2030,NO,H2Tank,56,H2,40.0
2040,DE,PHS,18,Power,-0.0
2040,FR,H2Tank,4,H2,34.90889157330826
2050,NO,PHS,73,Power,248.7271435274764
2050,DK,PHS,16,Power,80.87423172033004
2040,FR,Battery,75,Power,170.69769482372004
2050,NO,Battery,63,Power,-0.0
2050,DK,PHS,18,Power,79.617424280186
2020,NO,H2Tank,15,H2,-0.0
2040,DE,PHS,85,Power,-0.0
2050,NO,Battery,101,Power,-0.0
2040,DE,H2Tank,101,H2,27.735996614213583
2040,NO,Battery,9,Power,-0.0
2040,DK,PHS,35,Power,0.0
2040,DK,H2Tank,1,H2,11.0625
2030,UK,Battery,13,Power,19.20924639669858
2020,DE,Battery,111,Power,0.016082554010239333
2020,FR,PHS,30,Power,-0.0
2020,DK,PHS,5,Power,0.0
2040,FR,PHS,50,Power,220.7400310354131
2050,UK,PHS,65,Power,136.13975158107974
2030,DE,PHS,14,Power,-0.0
2020,FR,Battery,36,Power,8.023519302035217
2040,NO,H2Tank,10,H2,19.922542499969996
2020,FR,PHS,35,Power,-0.0
2050,NO,Battery,25,Power,0.0
2040,NO,H2Tank,113,H2,25.5815864283
2050,UK,PHS,57,Power,154.88405470054312
2030,FR,Battery,96,Power,149.7751574317705
2040,DK,H2Tank,42,H2,11.59345132625715
2030,UK,Battery,62,Power,23.139261634832604
2040,DE,Battery,52,Power,32.76437830455134
2020,UK,PHS,84,Power,-0.0
2040,DK,H2Tank,48,H2,0.0
2050,DK,Battery,8,Power,52.30618967624938
2030,FR,H2Tank,48,H2,3.0701754385964906
2020,DE,H2Tank,116,H2,6.4710641400916655
2050,DE,Battery,30,Power,84.8955805074421
2030,DK,PHS,69,Power,0.0
2040,NO,Battery,80,Power,-0.0
2030,FR,Battery,114,Power,69.61346652016762
2040,DK,Battery,30,Power,29.26048902593743
2020,DE,PHS,24,Power,-0.0
2050,DK,H2Tank,44,H2,7.5
2040,DE,H2Tank,33,H2,128.842203557375
2040,DE,Battery,32,Power,82.72439505924753
2050,DK,Battery,43,Power,27.474121035989775
2030,UK,H2Tank,111,H2,6.0
2030,NO,Battery,65,Power,-0.0
2020,UK,Battery,113,Power,4.8422952182115715
2040,UK,Battery,77,Power,93.45236521545257
2040,DK,Battery,72,Power,0.0
2020,DK,H2Tank,64,H2,0.0
2040,UK,Battery,26,Power,0.0
2020,NO,H2Tank,38,H2,-0.0
2030,DE,Battery,61,Power,22.87098372597788
2020,NO,Battery,4,Power,-0.0
2040,FR,PHS,105,Power,314.32944646620217
2050,DE,PHS,17,Power,531.4434913609692
2030,UK,Battery,22,Power,0.0
2030,DK,PHS,87,Power,0.0
2040,NO,Battery,34,Power,-0.0
2030,NO,PHS,53,Power,-0.0
2020,UK,Battery,118,Power,4.8398745547835675
2030,UK,Battery,107,Power,58.739792390867834
2030,FR,Battery,41,Power,7.892884947789392
2030,DK,PHS,55,Power,0.0
2050,DK,H2Tank,72,H2,7.5
2020,DE,Battery,97,Power,0.016105086481545437
2050,DK,Battery,27,Power,13.363238001203323
2050,NO,Battery,54,Power,-0.0
2030,UK,Battery,16,Power,-0.0
2020,DK,H2Tank,83,H2,0.0
2020,DE,H2Tank,75,H2,9.337180626699997
2020,UK,PHS,87,Power,-0.0
2020,FR,PHS,19,Power,-0.0
2050,DE,PHS,88,Power,582.4049163970334
2020,UK,PHS,34,Power,-0.0
2050,UK,PHS,109,Power,197.7689455167661
2050,FR,H2Tank,12,H2,94.50025330571417
2020,UK,Battery,32,Power,-0.0
2040,UK,PHS,10,Power,79.48464529499088
2040,FR,H2Tank,87,H2,73.95435659956638
2030,DE,PHS,46,Power,-0.0
2020,FR,Battery,17,Power,2.0479541394117673
2030,NO,PHS,89,Power,-0.0
2020,NO,H2Tank,48,H2,0.0
2020,FR,Battery,102,Power,49.890115423036576
2020,DK,H2Tank,117,H2,0.0
2030,FR,PHS,65,Power,-0.0
2030,DK,PHS,10,Power,0.0
2020,NO,H2Tank,116,H2,0.3994077437499988
2050,DE,PHS,1,Power,608.4
2050,NO,Battery,84,Power,0.0
2040,UK,H2Tank,47,H2,0.10497472548844991
2050,FR,H2Tank,20,H2,42.04237972085254
2040,DK,Battery,117,Power,0.0
2050,DK,Battery,100,Power,54.55852925170946
2040,DE,Battery,104,Power,79.35444455382058
2030,DE,PHS,110,Power,-0.0
2040,NO,PHS,45,Power,-0.0
2040,DK,H2Tank,23,H2,0.0
2040,UK,PHS,14,Power,75.2475754606863
2020,DE,Battery,66,Power,0.01615509221881127
2020,FR,PHS,20,Power,-0.0
2050,NO,Battery,88,Power,-0.0
2030,UK,H2Tank,24,H2,-0.0
2050,DE,H2Tank,63,H2,159.2394976552968
2020,DE,PHS,68,Power,-0.0
2040,NO,Battery,70,Power,-0.0
2050,NO,PHS,39,Power,267.5794509857256
2050,UK,PHS,9,Power,163.05391313056333
2050,FR,Battery,99,Power,6.516384502949015
2030,DK,Battery,83,Power,38.50229407422052
2050,DK,H2Tank,47,H2,7.5
2020,DE,PHS,37,Power,-0.0
2020,DK,PHS,84,Power,0.0
2020,UK,PHS,91,Power,-0.0
2030,DK,H2Tank,24,H2,0.0
2040,UK,H2Tank,51,H2,13.800765957474997
2050,NO,H2Tank,16,H2,26.24735295638645
2020,FR,Battery,59,Power,26.703686263421275
2050,FR,H2Tank,18,H2,76.30773059804552
2050,DE,Battery,105,Power,69.76504176164275
2020,UK,H2Tank,36,H2,-0.0
2050,UK,PHS,30,Power,105.77397510485532
2020,DE,Battery,93,Power,0.016111530126968865
2040,NO,PHS,49,Power,-0.0
2040,UK,H2Tank,102,H2,30.0
2050,NO,Battery,56,Power,-0.0
2020,UK,PHS,113,Power,-0.0
2020,DE,PHS,62,Power,-0.0
2050,FR,Battery,107,Power,337.99356298329377
2040,DK,PHS,2,Power,0.0
2020,FR,H2Tank,58,H2,40.0
2020,NO,H2Tank,6,H2,0.4418258665263152
2050,DE,PHS,74,Power,518.3098365686853
2050,DE,H2Tank,17,H2,63.710425544733305
2020,FR,H2Tank,14,H2,13.715485304657005
2040,DK,PHS,71,Power,0.0
2030,DE,Battery,77,Power,15.557037491598066
2050,FR,PHS,52,Power,414.5206382821388
2030,UK,Battery,19,Power,-0.0
2040,DE,H2Tank,119,H2,46.121480253925
2050,FR,PHS,86,Power,580.3492559862586
2050,DE,PHS,70,Power,511.35217921737694
2050,NO,H2Tank,11,H2,42.627135602254846
2040,DK,Battery,25,Power,-0.0
2050,DE,Battery,14,Power,33.39443207799463
2050,NO,H2Tank,32,H2,10.559083520526267
2030,FR,Battery,116,Power,69.59954452299824
2040,UK,PHS,12,Power,79.32575548904619
2030,NO,H2Tank,80,H2,34.069951741790405
2040,DK,PHS,85,Power,0.0
2020,UK,PHS,21,Power,-0.0
2050,NO,H2Tank,17,H2,23.206859081667456
2040,FR,H2Tank,55,H2,84.00433596538981
2050,DK,Battery,65,Power,73.6701317234639
2050,NO,PHS,118,Power,437.38107476846216
2040,UK,PHS,3,Power,93.8238273509804
2050,DK,H2Tank,37,H2,7.5
2030,DE,Battery,39,Power,0.0
2050,FR,PHS,39,Power,321.7613911252314
2020,UK,H2Tank,12,H2,1.9702980941162809
2040,FR,H2Tank,25,H2,10.058711055834896
2040,FR,Battery,79,Power,322.79403270016246
2020,DK,PHS,36,Power,0.0
2030,UK,H2Tank,57,H2,12.0
2050,DK,PHS,22,Power,79.29943196922085
2020,FR,Battery,69,Power,22.316583481060206
2040,DE,PHS,22,Power,-0.0
2020,UK,H2Tank,101,H2,9.244948479163412
2040,FR,H2Tank,69,H2,53.164335282456136
2030,FR,Battery,54,Power,70.24751173288304
2050,DK,PHS,13,Power,87.01147775519345
2050,FR,H2Tank,101,H2,200.0
2030,UK,PHS,27,Power,-0.0
2020,DE,PHS,34,Power,-0.0
2020,UK,H2Tank,32,H2,-0.0
2040,UK,PHS,33,Power,61.06210070422529
2020,DE,Battery,58,Power,0.016168022110358664
2050,FR,Battery,72,Power,0.0
2050,FR,H2Tank,62,H2,186.50299423446344
2040,FR,Battery,56,Power,226.95498436210087
2020,NO,PHS,43,Power,-0.0
2040,NO,Battery,73,Power,-0.0
2040,UK,Battery,56,Power,343.7255171968826
2040,DE,PHS,78,Power,-0.0
2040,FR,PHS,112,Power,312.13573026877884
2030,DK,H2Tank,19,H2,0.0
2030,UK,H2Tank,73,H2,-0.0
2020,DE,PHS,16,Power,-0.0
2020,FR,PHS,16,Power,-0.0
2020,UK,H2Tank,3,H2,5.0
2030,NO,H2Tank,62,H2,30.131578947368418
2050,DK,H2Tank,76,H2,7.5
2040,NO,PHS,14,Power,-0.0
2030,NO,PHS,66,Power,-0.0
2040,UK,PHS,118,Power,98.6987988989991
2020,UK,Battery,7,Power,0.0
2030,UK,H2Tank,1,H2,6.0
2050,DE,H2Tank,40,H2,134.3404078159633
2020,DE,PHS,13,Power,-0.0
2030,NO,H2Tank,26,H2,0.0
2050,NO,H2Tank,104,H2,21.75021870297844
2040,UK,Battery,37,Power,294.70442707719485
2040,DK,H2Tank,113,H2,7.894736842105263
2020,DK,H2Tank,96,H2,0.0
2040,FR,H2Tank,45,H2,32.21880156105205
2050,FR,Battery,89,Power,162.76069995015908
2050,DK,Battery,81,Power,93.54040169060036
2050,UK,Battery,63,Power,291.79867925957126
2020,UK,PHS,97,Power,-0.0
2030,FR,Battery,77,Power,58.111558082630154
2030,DE,H2Tank,84,H2,42.01713702157895
2040,UK,Battery,4,Power,127.55115867416103
2030,NO,Battery,91,Power,-0.0
2050,DK,PHS,118,Power,97.1957943929916
2020,UK,Battery,15,Power,-0.0
2020,DK,PHS,6,Power,0.0
2040,DE,H2Tank,6,H2,72.2319865244474
2050,DE,Battery,33,Power,148.47471165620104
2040,DE,H2Tank,12,H2,72.2319865244474
2040,UK,Battery,91,Power,229.02046082349293
2030,DE,PHS,29,Power,-0.0
2040,DE,PHS,28,Power,-0.0
2050,DK,PHS,64,Power,123.06634302214678
2040,DK,H2Tank,89,H2,12.258771929824562
2040,DK,Battery,38,Power,29.942316526131286
2050,FR,PHS,57,Power,449.8772511164842
2020,UK,H2Tank,37,H2,-0.0
2050,NO,PHS,57,Power,291.51337685743584
2030,DK,H2Tank,38,H2,0.0
2030,UK,PHS,44,Power,-0.0
2020,DE,PHS,48,Power,-0.0
2050,DE,PHS,41,Power,434.0047163567395
2050,FR,Battery,10,Power,199.48093696076603
2050,NO,Battery,94,Power,-0.0
2050,UK,H2Tank,27,H2,0.0
2020,DE,H2Tank,89,H2,9.957892906873246
2040,DE,PHS,30,Power,-0.0
2050,FR,PHS,56,Power,442.8200711876719
2040,DE,Battery,11,Power,12.575842443082887
2040,FR,H2Tank,66,H2,94.28275633508771
2040,NO,H2Tank,33,H2,28.657496390315174
2030,FR,Battery,60,Power,121.87911632740742
2030,UK,H2Tank,50,H2,1.4912055679250018
2040,UK,H2Tank,115,H2,0.0
2050,UK,PHS,114,Power,194.03764352915135
2040,DK,H2Tank,5,H2,11.0625
2020,FR,Battery,76,Power,22.823503776857695
2030,DE,PHS,84,Power,-0.0
2030,DK,PHS,92,Power,0.0
2030,UK,Battery,108,Power,58.73391841162875
2020,DK,PHS,108,Power,0.0
2020,UK,Battery,43,Power,-0.0
2030,DK,H2Tank,98,H2,0.0
2040,DK,Battery,56,Power,42.159861013720715
2050,DE,PHS,89,Power,581.8225114806363
2020,FR,PHS,59,Power,-0.0
2020,DK,H2Tank,112,H2,0.0
2040,UK,PHS,24,Power,54.97863410706524
2020,DK,H2Tank,111,H2,0.0
2020,UK,PHS,120,Power,-0.0
2030,DE,PHS,7,Power,-0.0
2020,DK,H2Tank,50,H2,0.0
2050,NO,H2Tank,65,H2,8.42598847712517
2030,UK,PHS,52,Power,-0.0
2050,DK,H2Tank,4,H2,7.5
2030,NO,Battery,45,Power,-0.0
2040,NO,Battery,7,Power,-0.0
2040,NO,Battery,32,Power,-0.0
2030,DE,PHS,97,Power,-0.0
2020,DE,Battery,86,Power,0.016122812710639887
2020,UK,PHS,115,Power,-0.0
2030,DK,PHS,3,Power,0.0
2020,NO,H2Tank,74,H2,-0.0
2050,DE,H2Tank,2,H2,84.39931450892573
2020,DE,PHS,82,Power,-0.0
2030,DK,H2Tank,105,H2,0.0
2020,FR,PHS,10,Power,-0.0
2020,UK,Battery,33,Power,-0.0
2020,FR,H2Tank,93,H2,33.48379609312506
2030,UK,Battery,70,Power,-0.0
2050,DE,PHS,58,Power,508.5194686613842
2040,FR,H2Tank,75,H2,24.07504183078604
2050,NO,PHS,114,Power,412.0673464046096
2020,DE,H2Tank,117,H2,6.4710641400916655
2040,UK,H2Tank,55,H2,30.0
2050,DK,H2Tank,109,H2,7.5
2020,NO,PHS,70,Power,-0.0
2030,DE,PHS,27,Power,-0.0
2020,FR,H2Tank,91,H2,37.5926850633005
2020,NO,Battery,95,Power,-0.0
2050,NO,Battery,82,Power,-0.0
2020,DE,H2Tank,39,H2,20.95308039964912
2040,DE,H2Tank,11,H2,72.2319865244474
2020,DK,Battery,76,Power,27.55303508925519
2050,UK,H2Tank,62,H2,25.39175440476354
2020,FR,H2Tank,103,H2,40.0
2050,NO,H2Tank,18,H2,18.067056450088508
2040,DE,PHS,92,Power,-0.0
2030,FR,H2Tank,100,H2,22.06300760289772
2030,UK,PHS,17,Power,-0.0
2030,DE,H2Tank,92,H2,-0.0
2050,UK,PHS,86,Power,134.37814115629018
2050,DK,Battery,32,Power,55.16098834743706
2020,DK,PHS,42,Power,0.0
2050,UK,H2Tank,65,H2,25.39175440476354
2040,NO,H2Tank,118,H2,41.9507354056
2020,UK,PHS,83,Power,-0.0
2030,UK,PHS,95,Power,-0.0
2020,FR,Battery,58,Power,26.706356899111185
2020,FR,PHS,33,Power,-0.0
2030,UK,PHS,119,Power,-0.0
2040,FR,H2Tank,83,H2,99.16621291623304
2020,NO,H2Tank,50,H2,-0.0
2020,FR,PHS,54,Power,-0.0
2050,UK,PHS,55,Power,153.87815947933427
2040,DE,H2Tank,112,H2,28.70607858947368
2040,DK,PHS,4,Power,0.0
2050,FR,H2Tank,47,H2,34.265350877192986
2050,FR,PHS,109,Power,505.53314350200594
2020,UK,H2Tank,93,H2,9.244948479163412
2030,NO,PHS,67,Power,-0.0
2030,DK,PHS,96,Power,0.0
2040,FR,Battery,7,Power,61.729486371035335
2050,DK,PHS,37,Power,96.01956021549039
2030,NO,H2Tank,1,H2,20.0
2030,DK,Battery,37,Power,19.847625718626837
2040,DK,Battery,21,Power,0.0
2020,NO,Battery,76,Power,-0.0
2040,FR,Battery,119,Power,200.0200020002
2040,NO,PHS,40,Power,-0.0
2050,FR,PHS,90,Power,538.8744367860528
2040,UK,H2Tank,79,H2,30.0
2050,FR,H2Tank,8,H2,94.50025330571417
2030,DE,Battery,41,Power,0.0
2030,DK,Battery,26,Power,-0.0
2050,UK,Battery,114,Power,71.96876345588724
2040,DK,PHS,28,Power,0.0
2020,FR,Battery,5,Power,2.0504132825290253
2030,DE,Battery,25,Power,0.0
2040,DK,H2Tank,20,H2,0.020774754912280768
2040,UK,H2Tank,80,H2,30.0
2030,DK,PHS,70,Power,0.0
2020,NO,PHS,107,Power,-0.0
2030,DE,H2Tank,46,H2,13.157894736842104
2030,UK,Battery,96,Power,58.11609428071599
2050,DK,PHS,107,Power,95.23970868774585
2040,DK,Battery,15,Power,0.0
2020,DE,Battery,90,Power,0.016116364552859905
2020,NO,Battery,98,Power,-0.0
2030,FR,Battery,108,Power,149.94000899940005
2020,NO,H2Tank,25,H2,0.0
2020,FR,H2Tank,27,H2,0.0
2020,DE,Battery,53,Power,0.016176108547183154
2030,DK,PHS,44,Power,0.0
2050,DE,Battery,79,Power,88.74252091315309
2030,DE,H2Tank,34,H2,70.0
2030,FR,H2Tank,71,H2,14.605786553508771
2030,NO,PHS,42,Power,-0.0
