Year,Region,Technology,Hour,Fuel,value
2050,NO,H2Tank,32,H2,80.88813866901563
2030,FR,Battery,116,Power,75.03000750150024
2030,NO,H2Tank,80,H2,40.0
2050,NO,H2Tank,17,H2,11.31914513388158
2040,FR,H2Tank,55,H2,97.60857570041668
2050,DK,Battery,65,Power,393.8323240774828
2050,NO,PHS,118,Power,437.38107476846216
2050,DK,H2Tank,37,H2,36.5734649122807
2050,FR,PHS,39,Power,291.929626510527
2020,UK,H2Tank,12,H2,5.263157894736842
2040,FR,Battery,79,Power,88.55639557757436
2030,UK,H2Tank,57,H2,12.0
2050,DK,PHS,22,Power,55.13562768718861
2020,UK,H2Tank,101,H2,3.7576084471666684
2030,FR,Battery,54,Power,53.673213356891594
2050,DK,PHS,13,Power,73.36995718453753
2050,FR,H2Tank,101,H2,157.12267677592007
2020,UK,H2Tank,32,H2,7.881578947368421
2050,FR,Battery,72,Power,366.8180527588868
2050,FR,H2Tank,62,H2,200.0
2040,FR,Battery,56,Power,102.55907947546717
2040,UK,Battery,56,Power,30.8216338889578
2020,UK,H2Tank,3,H2,5.0
2030,NO,H2Tank,62,H2,30.131578947368418
2050,DK,H2Tank,76,H2,28.5
2020,UK,Battery,7,Power,8.725661136931654
2030,UK,H2Tank,1,H2,6.0
2050,DE,H2Tank,40,H2,113.32236842105266
2050,NO,H2Tank,104,H2,83.90516319717105
2040,DK,H2Tank,113,H2,7.5
2040,FR,H2Tank,45,H2,3.489172348232243
2050,FR,Battery,89,Power,1101.6414672364042
2050,DK,Battery,81,Power,610.9672315509437
2050,UK,Battery,63,Power,637.5056076733629
2030,FR,Battery,77,Power,52.576541229716305
2030,DE,H2Tank,84,H2,43.684210526315795
2040,UK,Battery,4,Power,131.984997326317
2050,DK,PHS,118,Power,97.1957943929916
2020,UK,Battery,15,Power,6.937935157401479
2040,DE,H2Tank,6,H2,65.0
2050,DE,Battery,33,Power,224.91128529543187
2040,DE,H2Tank,12,H2,65.0
2040,UK,Battery,91,Power,84.41693891211881
2050,DK,PHS,64,Power,73.24731230291803
2040,DK,H2Tank,89,H2,2.8788436065470027
2050,FR,PHS,57,Power,346.509740617847
2020,UK,H2Tank,37,H2,10.0
2050,NO,PHS,57,Power,236.65909973610113
2050,DE,PHS,41,Power,353.35396003476825
2050,FR,Battery,10,Power,249.19520144657426
2050,NO,Battery,94,Power,101.02330590281497
2020,DE,H2Tank,89,H2,23.608582994013577
2050,FR,PHS,56,Power,339.3490897075546
2040,DE,Battery,11,Power,135.22984588048513
2040,FR,H2Tank,66,H2,27.412280701754387
2030,FR,Battery,60,Power,121.87911632740742
2030,UK,H2Tank,50,H2,1.4912055679250018
2040,UK,H2Tank,115,H2,15.0
2050,UK,PHS,114,Power,183.1410428464932
2040,DK,H2Tank,5,H2,7.5
2020,FR,Battery,76,Power,5.2743188927999745
2030,UK,Battery,108,Power,75.00337963863394
2040,DK,Battery,56,Power,12.466225366719584
2050,DE,PHS,89,Power,503.8460274843167
2050,NO,H2Tank,65,H2,101.44157171337481
2050,DK,H2Tank,4,H2,20.0
2040,NO,Battery,7,Power,115.9391842394938
2050,DE,H2Tank,2,H2,87.5
2020,FR,H2Tank,93,H2,18.21512388465614
2050,DE,PHS,58,Power,428.07151427798254
2040,FR,H2Tank,75,H2,23.75
2050,NO,PHS,114,Power,412.0673464046096
2020,DE,H2Tank,117,H2,23.608582994013577
2040,UK,H2Tank,55,H2,16.776849003283335
2050,DK,H2Tank,109,H2,13.677280097355906
2020,FR,H2Tank,91,H2,18.21512388465614
2050,NO,Battery,82,Power,101.14461270486322
2020,DE,H2Tank,39,H2,25.455973271403508
2040,DE,H2Tank,11,H2,65.0
2050,UK,H2Tank,62,H2,130.0
2020,FR,H2Tank,103,H2,31.665266854783326
2050,NO,H2Tank,18,H2,6.179342502302633
2030,FR,H2Tank,100,H2,19.628728328949997
2050,UK,PHS,86,Power,165.47044187685376
2050,DK,Battery,32,Power,29.859734935506644
2050,UK,H2Tank,65,H2,104.54850656359649
2040,NO,H2Tank,118,H2,32.696194629654165
2020,FR,Battery,58,Power,50.0
2040,FR,H2Tank,83,H2,86.29385964912281
2050,UK,PHS,55,Power,131.02434265050945
2050,FR,H2Tank,47,H2,39.9712610988596
2050,FR,PHS,109,Power,473.2044031719385
2050,DK,PHS,37,Power,59.987939864636125
2030,NO,H2Tank,1,H2,18.45464775438596
2040,FR,Battery,119,Power,166.0438051010101
2050,FR,PHS,90,Power,429.15160795159335
2040,UK,H2Tank,79,H2,30.0
2050,FR,H2Tank,8,H2,100.0
2050,UK,Battery,114,Power,600.3601260336073
2020,FR,Battery,5,Power,8.54270136841758
2040,DK,H2Tank,20,H2,7.5
2040,UK,H2Tank,80,H2,30.0
2030,DE,H2Tank,46,H2,13.157894736842104
2030,UK,Battery,96,Power,70.60115801464282
2050,DK,PHS,107,Power,92.21710935531203
2040,DK,Battery,15,Power,81.81656232283262
2030,FR,Battery,108,Power,75.09005852731018
2050,DE,Battery,79,Power,957.9821390724235
2030,DE,H2Tank,34,H2,70.0
2030,FR,H2Tank,71,H2,6.140350877192981
2050,DE,PHS,21,Power,342.92139339888405
2020,FR,Battery,85,Power,28.79152873925975
2050,FR,H2Tank,104,H2,200.0
2050,NO,PHS,78,Power,277.0405647987285
2020,FR,H2Tank,72,H2,3.5087719298245617
2050,FR,H2Tank,112,H2,128.21740310098303
2040,NO,Battery,1,Power,199.98
2020,UK,Battery,87,Power,16.197013098135095
2050,DE,H2Tank,108,H2,11.430185301925576
2030,NO,H2Tank,120,H2,20.0
2040,DE,H2Tank,42,H2,6.6402512195846075
2050,DK,Battery,92,Power,605.5107869590394
2050,UK,PHS,60,Power,142.340559856098
2050,UK,H2Tank,104,H2,130.0
2050,FR,H2Tank,21,H2,8.463726714614907
2030,DE,Battery,63,Power,17.123584736949063
2050,DE,H2Tank,90,H2,146.3648151362419
2050,UK,Battery,3,Power,458.4917192836241
2020,DE,H2Tank,115,H2,23.608582994013577
2040,UK,Battery,110,Power,132.64712690778987
2040,DK,H2Tank,84,H2,8.36129974689788
2020,UK,H2Tank,5,H2,2.7417101344856927
2040,UK,H2Tank,81,H2,30.0
2040,FR,Battery,115,Power,164.0808655907236
2020,DE,H2Tank,30,H2,28.5
2040,DK,H2Tank,58,H2,15.0
2040,NO,H2Tank,61,H2,10.35273685394737
2050,FR,PHS,81,Power,425.5258477610073
2050,FR,PHS,17,Power,326.22768445969984
2050,DE,PHS,19,Power,367.17301932333487
2030,UK,Battery,82,Power,113.04329428544453
2030,DK,Battery,51,Power,8.977029096549852
2030,FR,H2Tank,38,H2,43.859649122807014
2050,DE,Battery,101,Power,646.2877698814762
2020,UK,Battery,83,Power,19.196524098696628
2030,UK,Battery,58,Power,126.85982306510651
2050,FR,PHS,9,Power,407.63478282640835
2050,DE,PHS,47,Power,351.23912952217916
2050,NO,H2Tank,83,H2,84.46160765335526
2040,DK,H2Tank,66,H2,8.223684210526315
2050,DE,H2Tank,37,H2,175.0
2050,FR,H2Tank,111,H2,136.13414693990978
2040,NO,H2Tank,60,H2,14.464578959210527
2050,FR,H2Tank,92,H2,174.05285475697673
2020,UK,Battery,2,Power,16.14041981859487
2050,UK,H2Tank,35,H2,130.0
2020,DE,H2Tank,36,H2,35.98228906087719
2040,FR,Battery,101,Power,125.87964183230692
2040,UK,Battery,8,Power,64.41246070922911
2040,DK,H2Tank,10,H2,7.5
2050,UK,PHS,106,Power,180.12938948117775
2040,FR,H2Tank,106,H2,50.0
2050,DK,PHS,52,Power,63.589893787543424
2050,NO,PHS,11,Power,348.499693511867
2020,FR,Battery,110,Power,28.719636225813716
2020,FR,Battery,57,Power,46.36793072296121
2050,UK,PHS,88,Power,165.13966646354191
2020,FR,H2Tank,7,H2,12.982456140350877
2050,NO,Battery,37,Power,2.462024023833621
2030,DE,H2Tank,5,H2,35.0
2030,UK,Battery,120,Power,75.0
2050,UK,PHS,36,Power,115.23923344348566
2030,DE,Battery,29,Power,11.831420230200006
2030,DE,H2Tank,44,H2,25.406045556666665
2050,UK,PHS,81,Power,163.29727894293248
2030,DK,Battery,62,Power,70.1279681075911
2050,NO,PHS,84,Power,302.2881063805412
2050,FR,PHS,49,Power,289.0234321082913
2040,NO,Battery,119,Power,161.11092493217836
2040,DE,H2Tank,79,H2,128.52969123485
2030,FR,H2Tank,108,H2,50.0
2020,FR,H2Tank,118,H2,20.0
2020,DE,H2Tank,113,H2,23.608582994013577
2050,FR,H2Tank,63,H2,195.48151442982453
2050,FR,PHS,91,Power,428.7224563436417
2020,FR,Battery,98,Power,28.75412220105881
2030,UK,H2Tank,43,H2,2.6532999685105185
2050,NO,Battery,61,Power,12.632467225078155
2020,NO,H2Tank,95,H2,0.3994077437499988
2040,NO,Battery,11,Power,94.32699389923945
2050,NO,PHS,47,Power,207.47293174375937
2020,FR,H2Tank,24,H2,3.2904747587719263
2050,UK,H2Tank,90,H2,123.95923820657896
2040,UK,Battery,6,Power,64.42534513400246
2050,NO,H2Tank,79,H2,88.43994628039474
2040,UK,H2Tank,88,H2,6.33744776247648
2040,UK,Battery,98,Power,84.3578647794832
2050,NO,PHS,120,Power,450.0
2030,DE,Battery,68,Power,17.115024656767837
2050,DK,Battery,2,Power,521.3711844836398
2030,NO,H2Tank,67,H2,15.77845431947368
2050,DK,Battery,47,Power,26.909466715963454
2040,DE,H2Tank,9,H2,65.0
2050,NO,Battery,78,Power,70.44963198016544
2050,DK,Battery,13,Power,73.29894613101067
2020,UK,Battery,111,Power,16.158184937690176
2030,UK,H2Tank,113,H2,1.8806040164267515
2020,UK,Battery,76,Power,5.550471404595598
2040,UK,Battery,57,Power,30.818551725568902
2050,DE,PHS,106,Power,540.4521636848873
2030,UK,H2Tank,85,H2,11.108238354561404
2050,DE,Battery,103,Power,646.1585187903777
2040,DK,Battery,79,Power,24.713464075573068
2020,DE,H2Tank,120,H2,30.0
2050,DK,H2Tank,53,H2,38.0
2040,DK,H2Tank,3,H2,7.5
2040,UK,H2Tank,39,H2,0.890602811754384
2050,NO,H2Tank,111,H2,75.0
2030,FR,H2Tank,42,H2,13.349766642456137
2040,DK,Battery,82,Power,44.89348746683792
2030,UK,Battery,86,Power,94.47118977687896
2050,DK,Battery,1,Power,572.5222469361112
2050,FR,H2Tank,74,H2,22.980728773756045
2050,FR,H2Tank,116,H2,117.63664827456141
2030,UK,Battery,36,Power,79.40660340202116
2050,DK,H2Tank,80,H2,40.0
2020,DE,H2Tank,41,H2,10.526315789473683
2040,DK,H2Tank,101,H2,4.02292051026401
2050,DE,PHS,23,Power,318.71824647465615
2050,DE,H2Tank,16,H2,49.17805063209299
2050,DK,H2Tank,46,H2,8.067244941228063
2030,UK,Battery,102,Power,71.24674566828477
2040,DE,H2Tank,71,H2,1.2792271201879326
2050,DE,H2Tank,68,H2,51.64473684210531
2050,NO,PHS,77,Power,270.5611259246532
2050,DE,H2Tank,96,H2,43.46007055770879
2050,NO,H2Tank,36,H2,94.842776328788
2050,DK,PHS,74,Power,74.01812653462848
2030,UK,H2Tank,75,H2,2.8499999999999996
2050,DK,PHS,76,Power,76.86866429968576
2050,UK,Battery,119,Power,600.0600060006001
2020,NO,H2Tank,110,H2,0.3994077437499988
2020,FR,Battery,53,Power,8.36467885487824
2030,DE,Battery,74,Power,17.104758208885197
2020,FR,H2Tank,3,H2,16.49122807017544
2030,DE,Battery,113,Power,33.80844711115392
2040,DE,H2Tank,3,H2,65.0
2050,FR,Battery,38,Power,288.21383165265655
2020,NO,H2Tank,56,H2,0.4430531605999994
2050,FR,Battery,20,Power,40.74133300803802
2050,NO,Battery,47,Power,2.459563107425207
2050,DK,PHS,93,Power,84.451568490288
2050,UK,H2Tank,94,H2,93.23587294039172
2050,DK,H2Tank,54,H2,40.0
2030,DE,H2Tank,31,H2,62.037056878075
2040,NO,Battery,118,Power,124.2313800031138
2020,UK,Battery,13,Power,8.720427048924167
2040,DE,H2Tank,83,H2,102.41269865157895
2050,DE,H2Tank,94,H2,75.54972541104456
2030,DE,Battery,117,Power,33.79492576068105
2030,FR,Battery,90,Power,72.70952865572097
2030,UK,Battery,31,Power,34.6449626349337
2040,DE,Battery,120,Power,200.0
2050,DK,Battery,115,Power,600.3000900210039
2040,UK,H2Tank,31,H2,8.142660284241657
2040,UK,H2Tank,33,H2,15.267660284241657
2020,FR,Battery,96,Power,28.759873888237717
2040,FR,H2Tank,64,H2,54.824561403508774
2030,FR,H2Tank,1,H2,25.0
2020,FR,H2Tank,48,H2,1.6130697998245542
2050,FR,PHS,75,Power,382.93004182665425
2030,UK,H2Tank,45,H2,6.491740841185514
2020,FR,Battery,114,Power,25.015005251400307
2050,DK,H2Tank,6,H2,20.0
2050,UK,PHS,110,Power,179.4099519792525
2050,NO,PHS,96,Power,348.43554199900024
2050,DE,PHS,63,Power,434.89948710716925
2050,FR,Battery,4,Power,267.6917073912255
2020,UK,H2Tank,111,H2,5.0
2040,DE,H2Tank,87,H2,46.219606468771936
2050,NO,PHS,56,Power,230.13923897507624
2040,UK,H2Tank,61,H2,20.24897999670024
2050,NO,Battery,14,Power,3.324301702069352
2050,DE,H2Tank,88,H2,175.0
2020,UK,Battery,107,Power,16.164649827806965
2050,DK,Battery,35,Power,38.54760058706345
2030,NO,H2Tank,57,H2,40.0
2030,FR,H2Tank,80,H2,50.0
2030,FR,H2Tank,85,H2,32.89473684210526
2050,NO,Battery,35,Power,2.462516502508958
2050,FR,Battery,71,Power,485.57399688840303
2050,NO,Battery,50,Power,2.4588253122774133
2040,DK,Battery,3,Power,199.9400059998
2050,FR,PHS,101,Power,446.9319804339694
2040,DE,H2Tank,21,H2,35.348981442105256
2030,UK,Battery,92,Power,70.62940553937675
2030,DE,Battery,36,Power,45.05532057233808
2050,DK,Battery,28,Power,1.8141748356228828
2050,DE,H2Tank,77,H2,137.06171764094543
2030,UK,H2Tank,15,H2,2.4082064017259768
2040,DK,Battery,87,Power,44.87104521200434
2050,FR,PHS,99,Power,432.80465694319884
2030,FR,Battery,78,Power,76.21682009029334
2040,FR,Battery,81,Power,126.1316656571855
2050,DK,Battery,113,Power,600.4201680504123
2050,FR,H2Tank,43,H2,102.42432683504877
2040,DE,Battery,24,Power,3.960998734317886
2040,NO,H2Tank,117,H2,25.294291944481245
2050,NO,PHS,32,Power,210.6100641906063
2030,DE,H2Tank,107,H2,18.956543958404012
2030,NO,H2Tank,64,H2,24.631349558421046
2020,FR,Battery,116,Power,25.010002500500082
2030,UK,H2Tank,6,H2,0.795635522076855
2020,NO,H2Tank,80,H2,0.723905896649998
2040,DK,Battery,75,Power,7.010853388799987
2030,DE,H2Tank,67,H2,18.866039487914946
2030,FR,H2Tank,120,H2,25.0
2050,FR,PHS,34,Power,285.88615631797865
2040,DK,H2Tank,115,H2,7.5
2030,DE,Battery,91,Power,33.88291129864074
2050,NO,PHS,58,Power,243.172440636365
2050,DE,PHS,71,Power,431.43244407199825
2020,UK,H2Tank,57,H2,10.0
2020,FR,Battery,54,Power,11.46721136019275
2050,UK,PHS,49,Power,113.7500791927561
2040,UK,H2Tank,107,H2,17.15580972578947
2040,FR,H2Tank,35,H2,79.21992491845
2030,DE,H2Tank,55,H2,70.0
2040,DE,H2Tank,13,H2,65.0
2050,FR,Battery,21,Power,18.027754779552037
2040,UK,Battery,106,Power,132.70019902591906
2050,DE,H2Tank,99,H2,43.46007055770879
2050,DE,PHS,120,Power,600.0
2040,FR,Battery,118,Power,164.03164625330825
2020,NO,H2Tank,62,H2,0.4430531605999994
2050,DK,Battery,110,Power,600.6003301320425
2020,UK,H2Tank,1,H2,5.0
2030,DK,Battery,114,Power,38.481092556394174
2040,NO,H2Tank,12,H2,28.782894736842103
2050,DE,PHS,32,Power,334.6785987858627
2030,DE,Battery,112,Power,33.81182829398332
2040,NO,Battery,16,Power,26.26941433710237
2050,UK,Battery,1,Power,587.0037940351853
2040,UK,H2Tank,56,H2,17.732397670499996
2050,FR,PHS,53,Power,317.82410135714605
2040,DK,H2Tank,63,H2,10.148304692807017
2020,FR,Battery,77,Power,14.403201092310688
2050,UK,H2Tank,86,H2,130.0
2020,DE,H2Tank,84,H2,37.94740984226084
2050,DE,PHS,8,Power,501.42787314719044
2030,DK,Battery,120,Power,38.458009672254654
2050,UK,Battery,53,Power,349.02885605935137
2030,UK,Battery,80,Power,71.10592905523066
2050,DK,PHS,75,Power,75.44410840809385
2050,UK,PHS,20,Power,118.34704680721936
2050,NO,Battery,68,Power,12.623627150396626
2030,UK,Battery,78,Power,37.16538939113399
2030,DE,H2Tank,4,H2,35.0
2020,FR,Battery,60,Power,31.476481481481482
2020,UK,Battery,108,Power,16.163033362824184
2040,FR,Battery,63,Power,65.22730872040685
2050,DK,H2Tank,85,H2,33.1469298245614
2050,UK,PHS,23,Power,106.23941549155187
2050,UK,PHS,32,Power,106.68331503335546
2050,UK,PHS,111,Power,179.23054202727323
2030,DK,Battery,86,Power,38.58899600514225
2040,DK,H2Tank,45,H2,4.19366847982456
2050,NO,H2Tank,115,H2,75.0
2050,UK,Battery,41,Power,313.8388874837166
2040,DK,H2Tank,108,H2,4.152286476530675
2050,DK,Battery,84,Power,605.995413645171
2030,DK,Battery,60,Power,76.90832774257485
2030,NO,H2Tank,91,H2,11.75803622263158
2040,DK,H2Tank,52,H2,10.6875
2050,NO,H2Tank,88,H2,83.90516319717105
2050,UK,PHS,16,Power,134.54718960093186
2050,NO,Battery,102,Power,100.94251553896179
2050,FR,Battery,117,Power,600.1800360060007
2030,DE,H2Tank,61,H2,70.0
2050,UK,H2Tank,89,H2,130.0
2030,UK,Battery,103,Power,71.85821090291795
2030,FR,Battery,86,Power,78.00150591605303
2020,FR,H2Tank,100,H2,18.95059711023333
2020,DE,H2Tank,92,H2,23.608582994013577
2050,FR,PHS,118,Power,496.6518337412418
2050,NO,PHS,12,Power,339.32766440659043
2050,UK,Battery,84,Power,982.9929357318666
2050,DK,Battery,4,Power,418.4499174132536
2050,DE,H2Tank,118,H2,42.68912305207209
2040,FR,Battery,83,Power,126.10644058537072
2050,FR,Battery,40,Power,227.86755986629058
2050,UK,H2Tank,84,H2,130.0
2020,NO,H2Tank,1,H2,0.4909176294736835
2050,FR,H2Tank,15,H2,100.0
2050,FR,Battery,80,Power,1141.2013376439443
2050,NO,Battery,48,Power,2.4593171511144645
2050,DK,H2Tank,35,H2,40.0
2040,UK,H2Tank,8,H2,2.3092105263157876
2030,DE,Battery,70,Power,17.111601822986728
2040,DE,H2Tank,74,H2,1.1310929196821824
2050,UK,PHS,42,Power,114.54952432826963
2020,DE,H2Tank,46,H2,10.526315789473683
2020,UK,Battery,96,Power,16.182441615911145
2030,DK,Battery,101,Power,38.531153012027616
2050,NO,Battery,5,Power,128.37546744959107
2030,NO,H2Tank,46,H2,4.493607144152906
2020,FR,Battery,108,Power,28.725381014762856
2050,NO,H2Tank,7,H2,75.0
2040,UK,Battery,55,Power,30.824716360593857
2020,DE,H2Tank,34,H2,35.98228906087719
2020,FR,H2Tank,71,H2,7.017543859649123
2050,NO,H2Tank,20,H2,3.935616371052633
2030,FR,H2Tank,105,H2,50.0
2050,DE,Battery,88,Power,985.1170152604017
2050,DK,Battery,54,Power,204.2663168450207
2050,DK,PHS,79,Power,81.13379033591094
2050,FR,PHS,43,Power,290.76365841481737
2050,NO,PHS,30,Power,211.03191699267467
2030,UK,H2Tank,28,H2,2.8499999999999996
2020,NO,H2Tank,120,H2,0.9327434959999987
2030,UK,H2Tank,112,H2,1.8806040164267515
2050,UK,H2Tank,92,H2,115.45369620091802
2050,UK,Battery,85,Power,922.443979739124
2040,FR,Battery,94,Power,125.96779283846575
2040,DK,H2Tank,106,H2,4.152286476530675
2050,NO,H2Tank,52,H2,81.71610316685593
2030,FR,H2Tank,86,H2,21.929824561403507
2050,UK,PHS,39,Power,114.8938613456163
2020,UK,Battery,82,Power,30.943937409474607
2020,DK,Battery,51,Power,4.287117109493108
2020,FR,H2Tank,38,H2,24.297211249998306
2040,UK,H2Tank,118,H2,15.0
2050,DK,PHS,60,Power,73.54103549276675
2020,UK,Battery,58,Power,23.802258743802344
2050,DE,H2Tank,20,H2,41.42467019130352
2030,NO,H2Tank,28,H2,0.48482186202077854
2030,UK,H2Tank,99,H2,2.8499999999999996
2050,DK,PHS,80,Power,82.55265654557503
2050,DK,H2Tank,34,H2,40.0
2030,DK,Battery,71,Power,17.464306785043462
2050,DE,PHS,4,Power,550.6153152594236
2050,DE,H2Tank,81,H2,175.0
2050,NO,Battery,64,Power,12.628677863872017
2050,DE,Battery,98,Power,646.4816949961705
2050,DE,H2Tank,102,H2,43.79613974096066
2050,UK,Battery,116,Power,600.2400600120019
2050,FR,Battery,105,Power,863.6334719222838
2030,DK,Battery,88,Power,38.58127859183118
2050,NO,H2Tank,81,H2,88.43994628039474
2050,DK,PHS,58,Power,72.18683697988956
2050,NO,Battery,36,Power,2.462270250858707
2040,FR,Battery,91,Power,126.00559073564472
2020,DE,H2Tank,5,H2,30.0
2050,UK,PHS,82,Power,166.13398166398954
2020,UK,Battery,120,Power,16.143648386835753
2020,DE,H2Tank,44,H2,10.526315789473683
2050,UK,H2Tank,19,H2,27.412280701754387
2020,DK,Battery,62,Power,8.99336650435124
2030,NO,H2Tank,72,H2,3.289473684210526
2050,DK,Battery,10,Power,131.41215927619334
2050,NO,Battery,29,Power,2.4639945296768606
2020,FR,H2Tank,108,H2,31.8379973168421
2050,FR,Battery,2,Power,466.2339872813693
2050,FR,Battery,95,Power,888.893512841458
2050,NO,H2Tank,68,H2,91.77096268159849
2050,UK,PHS,26,Power,94.16807075904505
2050,UK,PHS,64,Power,141.77205109081285
2050,DK,PHS,34,Power,58.6667627111482
2020,DK,Battery,29,Power,0.06711431715123571
2030,UK,H2Tank,116,H2,1.8806040164267515
2030,DE,Battery,64,Power,17.121872378475366
2050,DK,PHS,109,Power,92.03276735371075
2030,UK,Battery,101,Power,71.2538710553903
2040,DE,H2Tank,82,H2,118.86006707263158
2040,FR,H2Tank,119,H2,50.0
2050,FR,H2Tank,32,H2,191.67942954012773
2040,DK,Battery,11,Power,195.64811728110575
2040,DK,Battery,66,Power,7.063381074477087
2040,DK,Battery,119,Power,179.42119695999597
2040,UK,H2Tank,54,H2,9.651849003283335
2050,NO,PHS,16,Power,302.73117660209687
2050,DE,H2Tank,76,H2,110.09335882047272
2020,UK,H2Tank,113,H2,5.0
2050,DE,Battery,96,Power,724.7026614880709
2050,NO,Battery,44,Power,2.46030112395582
2030,DK,Battery,69,Power,34.812583160274656
2050,DK,Battery,94,Power,605.3896908567555
2040,DE,H2Tank,62,H2,95.96078160049485
2050,UK,H2Tank,110,H2,46.53890907570424
2030,FR,H2Tank,4,H2,21.861455078719445
2030,FR,Battery,75,Power,8.036173620600012
2050,UK,H2Tank,96,H2,36.208526145654886
2050,DK,PHS,73,Power,72.59071725188036
2020,UK,H2Tank,85,H2,4.7368421052631575
2050,FR,Battery,39,Power,245.57647829948615
2030,DE,H2Tank,101,H2,5.527091085324941
2050,NO,PHS,17,Power,293.6049160137301
2050,FR,H2Tank,97,H2,121.77723255882124
2020,FR,H2Tank,42,H2,2.1044067213543816
2050,NO,Battery,93,Power,101.03340924373934
2050,DE,PHS,33,Power,343.34392018707683
2030,DE,Battery,52,Power,21.625684079736406
2020,UK,Battery,86,Power,16.198632961431237
2050,DK,H2Tank,75,H2,19.0
2040,FR,H2Tank,53,H2,50.10857570041667
2050,DE,H2Tank,105,H2,43.79613974096066
2050,FR,PHS,76,Power,390.04711178482756
2050,DE,H2Tank,27,H2,0.958425995470816
2050,NO,H2Tank,112,H2,75.0
2040,FR,H2Tank,41,H2,15.656787382508183
2030,DE,H2Tank,33,H2,70.0
2030,DE,Battery,32,Power,50.65059300037384
2040,DE,H2Tank,80,H2,130.0
2050,DE,H2Tank,109,H2,8.542591853679959
2030,UK,Battery,77,Power,33.990389092643255
2030,DK,Battery,72,Power,8.05493116554307
2050,UK,H2Tank,13,H2,65.0
2020,UK,Battery,102,Power,16.17273457798422
2050,DE,Battery,115,Power,600.3000900210039
2050,FR,PHS,78,Power,404.25990760836964
2020,DE,H2Tank,97,H2,23.608582994013577
2020,UK,H2Tank,75,H2,2.375
2040,FR,H2Tank,44,H2,3.489172348232243
2050,UK,H2Tank,69,H2,49.72394516008772
2030,FR,H2Tank,87,H2,10.964912280701753
2040,UK,H2Tank,105,H2,17.15580972578947
2050,FR,H2Tank,19,H2,42.729077591807894
2050,FR,PHS,67,Power,357.9331735929759
2050,FR,H2Tank,50,H2,28.17240462263333
2050,NO,H2Tank,3,H2,75.0
2050,DK,PHS,47,Power,59.39075273731326
2050,DE,PHS,39,Power,354.0617294319026
2050,UK,Battery,75,Power,467.2067546117859
2040,DE,H2Tank,8,H2,65.0
2030,UK,H2Tank,47,H2,2.108119884561406
2030,DK,Battery,117,Power,38.46954938302155
2030,DE,Battery,104,Power,33.83888993293523
2050,FR,H2Tank,56,H2,200.0
2050,DK,PHS,11,Power,77.44437633597039
2020,DE,H2Tank,31,H2,42.75
2050,NO,H2Tank,102,H2,83.90516319717105
2040,DE,H2Tank,23,H2,22.433469845087714
2050,UK,PHS,43,Power,114.43497480394136
2040,DE,H2Tank,51,H2,44.75692397661666
2030,UK,H2Tank,51,H2,3.450000000000001
2050,DE,H2Tank,10,H2,87.5
2020,FR,Battery,90,Power,28.77713585375509
2030,UK,H2Tank,102,H2,6.300000000000001
2050,DE,Battery,6,Power,276.673144201299
2050,UK,PHS,18,Power,126.43901408264507
2040,DE,H2Tank,24,H2,11.247492738070173
2050,DE,Battery,108,Power,628.4842039292622
2040,DK,Battery,89,Power,44.86207145167239
2050,DK,PHS,14,Power,71.3358029136275
2020,FR,H2Tank,1,H2,20.0
2040,DE,Battery,10,Power,135.24337021750688
2030,DE,H2Tank,119,H2,31.04985228479444
2040,FR,Battery,92,Power,125.99299017657115
2050,UK,H2Tank,59,H2,130.0
2040,DE,H2Tank,60,H2,122.0732090480387
2020,UK,H2Tank,45,H2,2.375
2050,DK,PHS,9,Power,81.52695656528167
2030,FR,H2Tank,55,H2,50.0
2050,NO,H2Tank,43,H2,92.28356123655115
2050,UK,Battery,94,Power,689.3094149818528
2050,DE,PHS,96,Power,500.32966844151673
2030,FR,Battery,79,Power,110.70209777692116
2050,UK,H2Tank,41,H2,75.17543859649123
2020,NO,H2Tank,57,H2,0.4430531605999994
2040,UK,H2Tank,63,H2,4.4595063124897125
2020,FR,H2Tank,80,H2,40.0
2030,FR,H2Tank,69,H2,20.175438596491226
2020,FR,H2Tank,85,H2,29.05752020877193
2050,DE,PHS,66,Power,433.5960929094096
2050,FR,PHS,41,Power,291.3460591871324
2030,FR,Battery,56,Power,92.24922745917077
2040,DK,H2Tank,33,H2,14.531510651526649
2030,UK,Battery,56,Power,78.81796392679871
2050,UK,PHS,78,Power,154.77012215379753
2040,DK,H2Tank,51,H2,7.125
2050,FR,PHS,113,Power,471.3144228933252
2020,UK,Battery,92,Power,16.188916211125377
2050,DK,PHS,1,Power,97.93921568627451
2050,NO,PHS,29,Power,211.2431601528275
2020,FR,H2Tank,94,H2,18.21512388465614
2050,UK,PHS,59,Power,142.48304289899698
2030,UK,Battery,37,Power,77.15594537427357
2050,NO,Battery,113,Power,135.2643086916391
2040,UK,H2Tank,14,H2,15.789473684210526
2020,UK,H2Tank,15,H2,2.631578947368421
2040,DE,Battery,16,Power,30.199438710835164
2030,FR,H2Tank,45,H2,17.25843748846361
2020,FR,Battery,78,Power,20.06053386604738
2050,NO,PHS,116,Power,424.7368737791467
2050,DK,Battery,58,Power,358.9607924039361
2040,FR,H2Tank,36,H2,79.21992491845
2050,NO,H2Tank,30,H2,38.7784592616625
2030,DE,H2Tank,6,H2,35.0
2040,FR,H2Tank,77,H2,71.25
